date 20111208, 20high 4258.0,20low 4014.0,10high 4258.0 10low 4014.0,Today high 4189.0, low 4164.0, position 0 , N 67.026926116
date 20111209, 20high 4258.0,20low 4014.0,10high 4258.0 10low 4050.0,Today high 4189.0, low 4161.0, position 0 , N 65.0755798102
date 20111212, 20high 4258.0,20low 4014.0,10high 4258.0 10low 4073.0,Today high 4189.0, low 4163.0, position 0 , N 63.2218008197
date 20111213, 20high 4258.0,20low 4014.0,10high 4258.0 10low 4088.0,Today high 4169.0, low 4144.0, position 0 , N 61.3607107787
date 20111214, 20high 4258.0,20low 4014.0,10high 4258.0 10low 4088.0,Today high 4172.0, low 4142.0, position 0 , N 59.9926752398
date 20111215, 20high 4258.0,20low 4014.0,10high 4258.0 10low 4139.0,Today high 4148.0, low 4112.0, position 0 , N 58.4930414778
date 20111216, 20high 4258.0,20low 4014.0,10high 4194.0 10low 4112.0,Today high 4198.0, low 4138.0, position 0 , N 58.1183894039
date 20111219, 20high 4258.0,20low 4014.0,10high 4198.0 10low 4112.0,Today high 4194.0, low 4162.0, position 0 , N 58.4124699337
date 20111220, 20high 4258.0,20low 4014.0,10high 4198.0 10low 4112.0,Today high 4189.0, low 4169.0, position 0 , N 57.241846437
date 20111221, 20high 4258.0,20low 4014.0,10high 4198.0 10low 4112.0,Today high 4209.0, low 4181.0, position 0 , N 55.3797541152
date 20111222, 20high 4258.0,20low 4014.0,10high 4209.0 10low 4112.0,Today high 4212.0, low 4174.0, position 0 , N 54.0107664094
date 20111223, 20high 4258.0,20low 4050.0,10high 4212.0 10low 4112.0,Today high 4235.0, low 4205.0, position 0 , N 53.2102280889
date 20111226, 20high 4258.0,20low 4073.0,10high 4235.0 10low 4112.0,Today high 4248.0, low 4222.0, position 0 , N 52.0497166845
date 20111227, 20high 4258.0,20low 4088.0,10high 4248.0 10low 4112.0,Today high 4246.0, low 4226.0, position 0 , N 50.7472308503
date 20111228, 20high 4258.0,20low 4088.0,10high 4248.0 10low 4112.0,Today high 4246.0, low 4222.0, position 0 , N 49.2098693077
date 20111229, 20high 4258.0,20low 4112.0,10high 4248.0 10low 4112.0,Today high 4235.0, low 4200.0, position 0 , N 47.9493758424
date 20111230, 20high 4248.0,20low 4112.0,10high 4248.0 10low 4138.0,Today high 4215.0, low 4187.0, position 0 , N 47.5019070502
date 20120104, 20high 4248.0,20low 4112.0,10high 4248.0 10low 4162.0,Today high 4234.0, low 4159.0, position 0 , N 46.5268116977
date 20120105, 20high 4248.0,20low 4112.0,10high 4248.0 10low 4159.0,Today high 4193.0, low 4147.0, position 0 , N 47.9504711128
date 20120106, 20high 4248.0,20low 4112.0,10high 4248.0 10low 4147.0,Today high 4195.0, low 4163.0, position 0 , N 47.8529475572
date 20120109, 20high 4248.0,20low 4112.0,10high 4248.0 10low 4147.0,Today high 4191.0, low 4160.0, position 0 , N 47.0603001793
date 20120110, 20high 4248.0,20low 4112.0,10high 4248.0 10low 4147.0,Today high 4216.0, low 4176.0, position 0 , N 46.4572851704
date 20120111, 20high 4248.0,20low 4112.0,10high 4248.0 10low 4147.0,Today high 4231.0, low 4205.0, position 0 , N 46.1344209119
date 20120112, 20high 4248.0,20low 4112.0,10high 4246.0 10low 4147.0,Today high 4229.0, low 4210.0, position 0 , N 45.1276998663
date 20120113, 20high 4248.0,20low 4112.0,10high 4246.0 10low 4147.0,Today high 4231.0, low 4212.0, position 0 , N 43.8213148729
date 20120116, 20high 4248.0,20low 4112.0,10high 4235.0 10low 4147.0,Today high 4243.0, low 4204.0, position 0 , N 42.5802491293
date 20120117, 20high 4248.0,20low 4138.0,10high 4243.0 10low 4147.0,Today high 4311.0, low 4239.0, position 0 , N 42.4012366728
date 20120118, 20high 4311.0,20low 4147.0,10high 4311.0 10low 4147.0,Today high 4323.0, low 4286.0, position 1 , N 43.9311748392
date 20120119, 20high 4323.0,20low 4147.0,10high 4323.0 10low 4147.0,Today high 4321.0, low 4301.0, position 1 , N 43.5846160972
date 20120120, 20high 4323.0,20low 4147.0,10high 4323.0 10low 4160.0,Today high 4335.0, low 4300.0, position 1 , N 42.4053852924
date 20120130, 20high 4335.0,20low 4147.0,10high 4335.0 10low 4160.0,Today high 4348.0, low 4319.0, position 1 , N 42.0351160278
date 20120131, 20high 4348.0,20low 4147.0,10high 4348.0 10low 4176.0,Today high 4327.0, low 4263.0, position 1 , N 41.3833602264
date 20120201, 20high 4348.0,20low 4147.0,10high 4348.0 10low 4204.0,Today high 4304.0, low 4286.0, position 0 , N 42.514192215
date 20120202, 20high 4348.0,20low 4147.0,10high 4348.0 10low 4204.0,Today high 4321.0, low 4293.0, position 0 , N 41.2884826043
date 20120203, 20high 4348.0,20low 4147.0,10high 4348.0 10low 4204.0,Today high 4334.0, low 4312.0, position 0 , N 40.9240584741
date 20120206, 20high 4348.0,20low 4147.0,10high 4348.0 10low 4204.0,Today high 4351.0, low 4325.0, position 0 , N 39.9778555504
date 20120207, 20high 4351.0,20low 4147.0,10high 4351.0 10low 4239.0,Today high 4337.0, low 4274.0, position 1 , N 39.2789627729
date 20120208, 20high 4351.0,20low 4147.0,10high 4351.0 10low 4263.0,Today high 4342.0, low 4281.0, position 0 , N 40.4650146342
date 20120209, 20high 4351.0,20low 4147.0,10high 4351.0 10low 4263.0,Today high 4338.0, low 4293.0, position 0 , N 41.7417639025
date 20120210, 20high 4351.0,20low 4160.0,10high 4351.0 10low 4263.0,Today high 4315.0, low 4284.0, position 0 , N 41.9046757074
date 20120213, 20high 4351.0,20low 4160.0,10high 4351.0 10low 4263.0,Today high 4280.0, low 4244.0, position 0 , N 41.359441922
date 20120214, 20high 4351.0,20low 4176.0,10high 4351.0 10low 4244.0,Today high 4268.0, low 4250.0, position 0 , N 41.4914698259
date 20120215, 20high 4351.0,20low 4204.0,10high 4351.0 10low 4244.0,Today high 4258.0, low 4192.0, position 0 , N 40.3168963346
date 20120215, short price 4204.0
date 20120216, 20high 4351.0,20low 4192.0,10high 4351.0 10low 4192.0,Today high 4190.0, low 4159.0, position -1 , N 41.6010515179
date 20120217, 20high 4351.0,20low 4159.0,10high 4351.0 10low 4159.0,Today high 4194.0, low 4150.0, position -1 , N 41.320998942
date 20120220, 20high 4351.0,20low 4150.0,10high 4351.0 10low 4150.0,Today high 4190.0, low 4172.0, position -1 , N 41.4549489949
date 20120221, 20high 4351.0,20low 4150.0,10high 4342.0 10low 4150.0,Today high 4230.0, low 4173.0, position -1 , N 40.9322015451
date 20120222, 20high 4351.0,20low 4150.0,10high 4342.0 10low 4150.0,Today high 4254.0, low 4223.0, position -1 , N 41.7355914679
date 20120223, 20high 4351.0,20low 4150.0,10high 4338.0 10low 4150.0,Today high 4250.0, low 4220.0, position 0 , N 41.1988118945
date 20120224, 20high 4351.0,20low 4150.0,10high 4315.0 10low 4150.0,Today high 4233.0, low 4214.0, position 0 , N 40.6388712998
date 20120227, 20high 4351.0,20low 4150.0,10high 4280.0 10low 4150.0,Today high 4290.0, low 4239.0, position 0 , N 39.5569277348
date 20120228, 20high 4351.0,20low 4150.0,10high 4290.0 10low 4150.0,Today high 4295.0, low 4268.0, position 0 , N 40.529081348
date 20120229, 20high 4351.0,20low 4150.0,10high 4295.0 10low 4150.0,Today high 4305.0, low 4275.0, position 0 , N 39.8526272806
date 20120301, 20high 4351.0,20low 4150.0,10high 4305.0 10low 4150.0,Today high 4309.0, low 4279.0, position 0 , N 39.3599959166
date 20120302, 20high 4351.0,20low 4150.0,10high 4309.0 10low 4150.0,Today high 4302.0, low 4285.0, position 0 , N 38.8919961208
date 20120305, 20high 4351.0,20low 4150.0,10high 4309.0 10low 4172.0,Today high 4304.0, low 4254.0, position 0 , N 38.0473963147
date 20120306, 20high 4342.0,20low 4150.0,10high 4309.0 10low 4173.0,Today high 4279.0, low 4255.0, position 0 , N 38.645026499
date 20120307, 20high 4342.0,20low 4150.0,10high 4309.0 10low 4214.0,Today high 4258.0, low 4229.0, position 0 , N 37.9127751741
date 20120308, 20high 4338.0,20low 4150.0,10high 4309.0 10low 4214.0,Today high 4287.0, low 4263.0, position 0 , N 37.8171364153
date 20120309, 20high 4315.0,20low 4150.0,10high 4309.0 10low 4214.0,Today high 4318.0, low 4293.0, position 0 , N 37.7262795946
date 20120312, 20high 4318.0,20low 4150.0,10high 4318.0 10low 4229.0,Today high 4333.0, low 4313.0, position 1 , N 37.8399656149
date 20120313, 20high 4333.0,20low 4150.0,10high 4333.0 10low 4229.0,Today high 4340.0, low 4326.0, position 1 , N 36.9479673341
date 20120314, 20high 4340.0,20low 4150.0,10high 4340.0 10low 4229.0,Today high 4347.0, low 4308.0, position 1 , N 35.8005689674
date 20120315, 20high 4347.0,20low 4150.0,10high 4347.0 10low 4229.0,Today high 4336.0, low 4306.0, position 1 , N 35.960540519
date 20120316, 20high 4347.0,20low 4150.0,10high 4347.0 10low 4229.0,Today high 4344.0, low 4315.0, position 1 , N 35.6625134931
date 20120319, 20high 4347.0,20low 4172.0,10high 4347.0 10low 4229.0,Today high 4341.0, low 4321.0, position 1 , N 35.3293878184
date 20120320, 20high 4347.0,20low 4173.0,10high 4347.0 10low 4229.0,Today high 4347.0, low 4322.0, position 1 , N 34.5629184275
date 20120321, 20high 4347.0,20low 4214.0,10high 4347.0 10low 4229.0,Today high 4354.0, low 4323.0, position 1 , N 34.0847725061
date 20120322, 20high 4354.0,20low 4214.0,10high 4354.0 10low 4263.0,Today high 4360.0, low 4342.0, position 1 , N 33.9305338808
date 20120323, 20high 4360.0,20low 4214.0,10high 4360.0 10low 4293.0,Today high 4351.0, low 4335.0, position 1 , N 33.1340071868
date 20120326, 20high 4360.0,20low 4229.0,10high 4360.0 10low 4306.0,Today high 4356.0, low 4342.0, position 1 , N 32.2773068274
date 20120327, 20high 4360.0,20low 4229.0,10high 4360.0 10low 4306.0,Today high 4367.0, low 4351.0, position 1 , N 31.3634414861
date 20120328, 20high 4367.0,20low 4229.0,10high 4367.0 10low 4306.0,Today high 4363.0, low 4341.0, position 1 , N 30.6452694118
date 20120329, 20high 4367.0,20low 4229.0,10high 4367.0 10low 4306.0,Today high 4336.0, low 4311.0, position 1 , N 30.2130059412
date 20120330, 20high 4367.0,20low 4229.0,10high 4367.0 10low 4311.0,Today high 4330.0, low 4312.0, position 0 , N 30.2023556441
date 20120405, 20high 4367.0,20low 4229.0,10high 4367.0 10low 4311.0,Today high 4362.0, low 4291.0, position 0 , N 29.5922378619
date 20120406, 20high 4367.0,20low 4229.0,10high 4367.0 10low 4291.0,Today high 4382.0, low 4350.0, position 0 , N 31.6626259688
date 20120409, 20high 4382.0,20low 4229.0,10high 4382.0 10low 4291.0,Today high 4397.0, low 4367.0, position 1 , N 31.6794946704
date 20120410, 20high 4397.0,20low 4263.0,10high 4397.0 10low 4291.0,Today high 4389.0, low 4370.0, position 1 , N 31.5955199369
date 20120411, 20high 4397.0,20low 4291.0,10high 4397.0 10low 4291.0,Today high 4380.0, low 4358.0, position 1 , N 30.96574394
date 20120412, 20high 4397.0,20low 4291.0,10high 4397.0 10low 4291.0,Today high 4397.0, low 4375.0, position 1 , N 30.567456743
date 20120413, 20high 4397.0,20low 4291.0,10high 4397.0 10low 4291.0,Today high 4403.0, low 4367.0, position 1 , N 30.1390839059
date 20120416, 20high 4403.0,20low 4291.0,10high 4403.0 10low 4291.0,Today high 4361.0, low 4327.0, position 0 , N 30.4321297106
date 20120417, 20high 4403.0,20low 4291.0,10high 4403.0 10low 4291.0,Today high 4343.0, low 4317.0, position 0 , N 31.360523225
date 20120418, 20high 4403.0,20low 4291.0,10high 4403.0 10low 4291.0,Today high 4346.0, low 4320.0, position 0 , N 31.0924970638
date 20120419, 20high 4403.0,20low 4291.0,10high 4403.0 10low 4291.0,Today high 4337.0, low 4303.0, position 0 , N 30.8378722106
date 20120420, 20high 4403.0,20low 4291.0,10high 4403.0 10low 4303.0,Today high 4324.0, low 4297.0, position 0 , N 31.1459786001
date 20120423, 20high 4403.0,20low 4291.0,10high 4403.0 10low 4297.0,Today high 4313.0, low 4277.0, position 0 , N 30.9386796701
date 20120423, short price 4291.0
date 20120424, 20high 4403.0,20low 4277.0,10high 4403.0 10low 4277.0,Today high 4290.0, low 4259.0, position -1 , N 31.1917456866
date 20120425, 20high 4403.0,20low 4259.0,10high 4403.0 10low 4259.0,Today high 4275.0, low 4251.0, position -1 , N 31.1821584022
date 20120426, 20high 4403.0,20low 4251.0,10high 4403.0 10low 4251.0,Today high 4290.0, low 4270.0, position -1 , N 30.8230504821
date 20120427, 20high 4403.0,20low 4251.0,10high 4403.0 10low 4251.0,Today high 4296.0, low 4266.0, position -1 , N 30.281897958
date 20120502, 20high 4403.0,20low 4251.0,10high 4361.0 10low 4251.0,Today high 4283.0, low 4245.0, position -1 , N 30.2678030601
date 20120503, 20high 4403.0,20low 4245.0,10high 4346.0 10low 4245.0,Today high 4252.0, low 4234.0, position -1 , N 30.6544129071
date 20120504, 20high 4403.0,20low 4234.0,10high 4346.0 10low 4234.0,Today high 4256.0, low 4233.0, position -1 , N 30.0216922618
date 20120507, 20high 4403.0,20low 4233.0,10high 4337.0 10low 4233.0,Today high 4244.0, low 4216.0, position -1 , N 29.6706076487
date 20120508, 20high 4403.0,20low 4216.0,10high 4324.0 10low 4216.0,Today high 4233.0, low 4210.0, position -1 , N 30.1870772662
date 20120509, 20high 4403.0,20low 4210.0,10high 4313.0 10low 4210.0,Today high 4209.0, low 4170.0, position -1 , N 29.8277234029
date 20120510, 20high 4403.0,20low 4170.0,10high 4296.0 10low 4170.0,Today high 4201.0, low 4180.0, position -1 , N 30.4863372328
date 20120511, 20high 4403.0,20low 4170.0,10high 4296.0 10low 4170.0,Today high 4189.0, low 4148.0, position -1 , N 30.0120203711
date 20120514, 20high 4403.0,20low 4148.0,10high 4296.0 10low 4148.0,Today high 4172.0, low 4132.0, position -1 , N 30.6114193526
date 20120515, 20high 4403.0,20low 4132.0,10high 4296.0 10low 4132.0,Today high 4127.0, low 4056.0, position -1 , N 31.080848385
date 20120516, 20high 4361.0,20low 4056.0,10high 4283.0 10low 4056.0,Today high 4097.0, low 4049.0, position -1 , N 33.4268059657
date 20120517, 20high 4346.0,20low 4049.0,10high 4256.0 10low 4049.0,Today high 4092.0, low 4051.0, position -1 , N 34.1554656674
date 20120518, 20high 4346.0,20low 4049.0,10high 4256.0 10low 4049.0,Today high 4082.0, low 4051.0, position -1 , N 34.597692384
date 20120521, 20high 4337.0,20low 4049.0,10high 4244.0 10low 4049.0,Today high 4097.0, low 4068.0, position -1 , N 34.8178077648
date 20120522, 20high 4324.0,20low 4049.0,10high 4233.0 10low 4049.0,Today high 4110.0, low 4060.0, position -1 , N 34.5269173766
date 20120523, 20high 4313.0,20low 4049.0,10high 4209.0 10low 4049.0,Today high 4049.0, low 3997.0, position -1 , N 35.3005715078
date 20120524, 20high 4296.0,20low 3997.0,10high 4201.0 10low 3997.0,Today high 4028.0, low 4004.0, position -1 , N 37.3855429324
date 20120525, 20high 4296.0,20low 3997.0,10high 4189.0 10low 3997.0,Today high 4043.0, low 4012.0, position -1 , N 36.7162657858
date 20120528, 20high 4296.0,20low 3997.0,10high 4172.0 10low 3997.0,Today high 4096.0, low 4035.0, position -1 , N 36.4304524965
date 20120529, 20high 4296.0,20low 3997.0,10high 4127.0 10low 3997.0,Today high 4118.0, low 4073.0, position -1 , N 37.6589298717
date 20120530, 20high 4283.0,20low 3997.0,10high 4118.0 10low 3997.0,Today high 4109.0, low 4087.0, position -1 , N 38.0259833781
date 20120531, 20high 4256.0,20low 3997.0,10high 4118.0 10low 3997.0,Today high 4118.0, low 4066.0, position -1 , N 37.5246842092
date 20120601, 20high 4256.0,20low 3997.0,10high 4118.0 10low 3997.0,Today high 4114.0, low 4086.0, position 0 , N 38.2484499987
date 20120604, 20high 4244.0,20low 3997.0,10high 4118.0 10low 3997.0,Today high 4074.0, low 4020.0, position 0 , N 37.7360274988
date 20120605, 20high 4233.0,20low 3997.0,10high 4118.0 10low 3997.0,Today high 4101.0, low 4047.0, position 0 , N 39.5992261238
date 20120606, 20high 4209.0,20low 3997.0,10high 4118.0 10low 3997.0,Today high 4111.0, low 4079.0, position 0 , N 41.0692648176
date 20120607, 20high 4201.0,20low 3997.0,10high 4118.0 10low 4004.0,Today high 4127.0, low 4094.0, position 0 , N 40.6158015768
date 20120608, 20high 4189.0,20low 3997.0,10high 4127.0 10low 4012.0,Today high 4125.0, low 4092.0, position 0 , N 40.2350114979
date 20120611, 20high 4172.0,20low 3997.0,10high 4127.0 10low 4020.0,Today high 4138.0, low 4111.0, position 0 , N 39.873260923
date 20120612, 20high 4138.0,20low 3997.0,10high 4138.0 10low 4020.0,Today high 4107.0, low 4079.0, position 0 , N 39.5295978769
date 20120613, 20high 4138.0,20low 3997.0,10high 4138.0 10low 4020.0,Today high 4110.0, low 4093.0, position 0 , N 39.553117983
date 20120614, 20high 4138.0,20low 3997.0,10high 4138.0 10low 4020.0,Today high 4115.0, low 4087.0, position 0 , N 38.4254620839
date 20120615, 20high 4138.0,20low 3997.0,10high 4138.0 10low 4020.0,Today high 4123.0, low 4109.0, position 0 , N 37.9041889797
date 20120618, 20high 4138.0,20low 3997.0,10high 4138.0 10low 4020.0,Today high 4135.0, low 4119.0, position 0 , N 36.8089795307
date 20120619, 20high 4138.0,20low 3997.0,10high 4138.0 10low 4047.0,Today high 4129.0, low 4117.0, position 0 , N 35.7685305542
date 20120620, 20high 4138.0,20low 3997.0,10high 4138.0 10low 4079.0,Today high 4148.0, low 4127.0, position 0 , N 34.5801040265
date 20120621, 20high 4148.0,20low 4004.0,10high 4148.0 10low 4079.0,Today high 4134.0, low 4113.0, position 1 , N 34.0510988251
date 20120625, 20high 4148.0,20low 4012.0,10high 4148.0 10low 4079.0,Today high 4116.0, low 4093.0, position 1 , N 33.7485438839
date 20120626, 20high 4148.0,20low 4020.0,10high 4148.0 10low 4079.0,Today high 4110.0, low 4072.0, position 0 , N 33.2111166897
date 20120627, 20high 4148.0,20low 4020.0,10high 4148.0 10low 4072.0,Today high 4078.0, low 4058.0, position 0 , N 33.4505608552
date 20120628, 20high 4148.0,20low 4020.0,10high 4148.0 10low 4058.0,Today high 4082.0, low 4063.0, position 0 , N 32.7780328124
date 20120629, 20high 4148.0,20low 4020.0,10high 4148.0 10low 4058.0,Today high 4078.0, low 4037.0, position 0 , N 32.2391311718
date 20120702, 20high 4148.0,20low 4020.0,10high 4148.0 10low 4037.0,Today high 4090.0, low 4018.0, position 0 , N 32.8271746132
date 20120702, short price 4020.0
date 20120703, 20high 4148.0,20low 4018.0,10high 4148.0 10low 4018.0,Today high 4078.0, low 4023.0, position -1 , N 34.7858158826
date 20120704, 20high 4148.0,20low 4018.0,10high 4148.0 10low 4018.0,Today high 4091.0, low 4058.0, position -1 , N 35.7965250884
date 20120705, 20high 4148.0,20low 4018.0,10high 4148.0 10low 4018.0,Today high 4091.0, low 4067.0, position -1 , N 35.656698834
date 20120706, 20high 4148.0,20low 4018.0,10high 4134.0 10low 4018.0,Today high 4091.0, low 4069.0, position -1 , N 35.0738638923
date 20120709, 20high 4148.0,20low 4018.0,10high 4116.0 10low 4018.0,Today high 4062.0, low 4027.0, position 0 , N 34.4201706977
date 20120710, 20high 4148.0,20low 4018.0,10high 4110.0 10low 4018.0,Today high 4036.0, low 3962.0, position 0 , N 35.2991621628
date 20120710, short price 4018.0
date 20120711, 20high 4148.0,20low 3962.0,10high 4091.0 10low 3962.0,Today high 3975.0, low 3939.0, position -1 , N 37.2342040547
date 20120712, 20high 4148.0,20low 3939.0,10high 4091.0 10low 3939.0,Today high 3964.0, low 3926.0, position -1 , N 37.1724938519
date 20120713, 20high 4148.0,20low 3926.0,10high 4091.0 10low 3926.0,Today high 3963.0, low 3929.0, position -1 , N 37.2138691593
date 20120716, 20high 4148.0,20low 3926.0,10high 4091.0 10low 3926.0,Today high 3961.0, low 3900.0, position -1 , N 37.0531757014
